Date,Open,High,Low,Close,Volume
2024-03-06,8900.0,8900.0,8720.0,8860.0,2359.0
2024-03-07,8790.0,8850.0,8620.0,8720.0,4554.0
2024-03-08,8720.0,8750.0,8500.0,8690.0,10838.0
2024-03-11,8680.0,8680.0,8510.0,8680.0,1516.0
2024-03-12,8680.0,8710.0,8530.0,8640.0,2110.0
2024-03-13,8580.0,8800.0,8510.0,8630.0,4863.0
2024-03-14,8560.0,8700.0,8530.0,8610.0,3586.0
2024-03-15,8610.0,8690.0,8270.0,8470.0,11024.0
2024-03-18,8500.0,8600.0,8370.0,8480.0,3615.0
2024-03-19,8480.0,8520.0,8360.0,8490.0,2273.0
2024-03-20,8500.0,8570.0,8390.0,8520.0,8464.0
2024-03-21,8520.0,8600.0,8330.0,8520.0,5440.0
2024-03-22,8550.0,8550.0,8400.0,8450.0,5369.0
2024-03-25,8540.0,8600.0,8280.0,8580.0,5316.0
2024-03-26,8580.0,8600.0,8400.0,8500.0,6830.0
2024-03-27,8490.0,8520.0,8350.0,8430.0,6252.0
2024-03-28,8430.0,8460.0,8340.0,8420.0,1651.0
2024-03-29,8420.0,8460.0,8320.0,8390.0,4350.0
2024-04-01,8390.0,8510.0,8300.0,8390.0,5454.0
2024-04-02,8380.0,8500.0,8320.0,8380.0,4708.0
2024-04-03,8460.0,8460.0,8190.0,8290.0,8784.0
2024-04-04,8210.0,8290.0,7750.0,8080.0,4741.0
2024-04-05,7990.0,8290.0,7900.0,8100.0,11619.0
2024-04-08,8100.0,8170.0,7950.0,8090.0,3638.0
2024-04-09,8090.0,8100.0,7800.0,7830.0,11897.0
2024-04-11,7770.0,8010.0,7690.0,7820.0,6139.0
2024-04-12,7720.0,7930.0,7710.0,7920.0,1933.0
2024-04-15,7890.0,8000.0,7710.0,7800.0,2765.0
2024-04-16,7800.0,8000.0,7750.0,7760.0,7925.0
2024-04-17,7700.0,7880.0,7650.0,7700.0,4381.0
2024-04-18,7700.0,7910.0,7700.0,7900.0,2107.0
