Date,Open,High,Low,Close,Volume
2024-03-06,9700.0,9810.0,9640.0,9720.0,95288.0
2024-03-07,9730.0,9740.0,9540.0,9550.0,99042.0
2024-03-08,9570.0,9620.0,9490.0,9530.0,53075.0
2024-03-11,9550.0,9630.0,9540.0,9550.0,31962.0
2024-03-12,9560.0,9690.0,9550.0,9610.0,45521.0
2024-03-13,9620.0,9640.0,9430.0,9470.0,88026.0
2024-03-14,9530.0,9530.0,9400.0,9430.0,56075.0
2024-03-15,9450.0,9450.0,9300.0,9350.0,72206.0
2024-03-18,9350.0,9430.0,9340.0,9410.0,38776.0
2024-03-19,9420.0,9440.0,9320.0,9370.0,21294.0
2024-03-20,9440.0,9590.0,9370.0,9510.0,79678.0
2024-03-21,9580.0,9600.0,9480.0,9540.0,28475.0
2024-03-22,9520.0,9580.0,9490.0,9540.0,26108.0
2024-03-25,9540.0,9610.0,9540.0,9560.0,65322.0
2024-03-26,9640.0,9640.0,9540.0,9540.0,46084.0
2024-03-27,9570.0,9590.0,9450.0,9460.0,52939.0
2024-03-28,9530.0,9580.0,9460.0,9500.0,51552.0
2024-03-29,9510.0,9510.0,9400.0,9400.0,39966.0
2024-04-01,9400.0,9510.0,9400.0,9500.0,42835.0
2024-04-02,9500.0,9510.0,9340.0,9350.0,77100.0
2024-04-03,9350.0,9360.0,9210.0,9240.0,64634.0
2024-04-04,9320.0,9330.0,9140.0,9180.0,65747.0
2024-04-05,9120.0,9190.0,9040.0,9040.0,60060.0
2024-04-08,9040.0,9100.0,8930.0,8930.0,71101.0
2024-04-09,9040.0,9040.0,8930.0,8940.0,54750.0
2024-04-11,8930.0,8950.0,8750.0,8820.0,49707.0
2024-04-12,8900.0,8900.0,8800.0,8800.0,36895.0
2024-04-15,8700.0,8750.0,8570.0,8590.0,67692.0
2024-04-16,8580.0,8580.0,8340.0,8400.0,82191.0
2024-04-17,8400.0,8490.0,8360.0,8360.0,40378.0
2024-04-18,8400.0,8620.0,8390.0,8540.0,31784.0
2024-04-19,8570.0,8600.0,8340.0,8470.0,39229.0
2024-04-22,8500.0,8730.0,8500.0,8700.0,45578.0
2024-04-23,8740.0,8750.0,8610.0,8640.0,47912.0
2024-04-24,8690.0,8730.0,8640.0,8710.0,18221.0
2024-04-25,8740.0,8770.0,8660.0,8740.0,17158.0
2024-04-26,8800.0,8810.0,8650.0,8700.0,29465.0
2024-04-29,8710.0,8850.0,8670.0,8750.0,24527.0
2024-04-30,8750.0,8800.0,8710.0,8720.0,17478.0
2024-05-02,8750.0,8780.0,8670.0,8700.0,29311.0
2024-05-03,8770.0,8800.0,8660.0,8680.0,26024.0
2024-05-07,8710.0,8850.0,8630.0,8710.0,38599.0
2024-05-08,8710.0,8790.0,8710.0,8770.0,39157.0
2024-05-09,8780.0,8830.0,8660.0,8670.0,36197.0
2024-05-10,8670.0,8740.0,8600.0,8640.0,38724.0
2024-05-13,8700.0,8700.0,8550.0,8560.0,44814.0
2024-05-14,8560.0,8660.0,8560.0,8620.0,28382.0
2024-05-16,8640.0,8710.0,8610.0,8680.0,28240.0
2024-05-17,8690.0,8690.0,8570.0,8630.0,27170.0
2024-05-20,8640.0,8700.0,8550.0,8580.0,39224.0
2024-05-21,8610.0,8620.0,8500.0,8510.0,29469.0
2024-05-22,8510.0,8560.0,8420.0,8440.0,44203.0
2024-05-23,8490.0,8500.0,8410.0,8410.0,37002.0
2024-05-24,8430.0,8450.0,8380.0,8390.0,35484.0
2024-05-27,8400.0,8430.0,8330.0,8400.0,33001.0
2024-05-28,8420.0,8430.0,8350.0,8400.0,24302.0
2024-05-29,8400.0,8410.0,8320.0,8330.0,48364.0
2024-05-30,8400.0,8400.0,8240.0,8250.0,44330.0
2024-05-31,8260.0,8330.0,8240.0,8280.0,15690.0
2024-06-03,8280.0,8390.0,8200.0,8370.0,35614.0
2024-06-04,8400.0,8400.0,8310.0,8340.0,21581.0
2024-06-05,8390.0,8430.0,8240.0,8300.0,52875.0
2024-06-07,8300.0,8350.0,8070.0,8140.0,180214.0
2024-06-10,8080.0,8150.0,8070.0,8100.0,103598.0
2024-06-11,8150.0,8170.0,8030.0,8080.0,101717.0
2024-06-12,8080.0,8150.0,8080.0,8140.0,54413.0
2024-06-13,8150.0,8190.0,8100.0,8180.0,68414.0
2024-06-14,8260.0,9200.0,8070.0,8300.0,1825000.0
2024-06-17,8360.0,8390.0,8170.0,8230.0,172898.0
2024-06-18,8230.0,8270.0,8100.0,8140.0,129372.0
2024-06-19,8150.0,8180.0,8060.0,8060.0,102663.0
2024-06-20,8110.0,8210.0,8060.0,8140.0,104592.0
2024-06-21,8200.0,8210.0,8120.0,8160.0,45785.0
2024-06-24,8160.0,8170.0,8070.0,8080.0,39827.0
2024-06-25,8120.0,8120.0,8030.0,8070.0,70258.0
2024-06-26,8100.0,8100.0,8050.0,8080.0,31538.0
2024-06-27,8110.0,8120.0,8030.0,8040.0,66313.0
2024-06-28,8100.0,8100.0,8020.0,8060.0,29904.0
2024-07-01,8100.0,8190.0,8040.0,8150.0,68343.0
2024-07-02,8180.0,8180.0,8040.0,8040.0,54455.0
2024-07-03,8030.0,8030.0,7930.0,7930.0,125063.0
2024-07-04,7970.0,8040.0,7910.0,7920.0,76750.0
2024-07-05,7920.0,8000.0,7920.0,7990.0,44204.0
2024-07-08,7980.0,8030.0,7950.0,8000.0,35851.0
2024-07-09,8050.0,8090.0,8010.0,8060.0,33257.0
2024-07-10,8060.0,8120.0,8030.0,8110.0,75634.0
2024-07-11,8130.0,8160.0,8050.0,8140.0,81907.0
2024-07-12,8150.0,8340.0,8100.0,8340.0,121596.0
2024-07-15,8330.0,8330.0,8200.0,8260.0,98528.0
2024-07-16,8270.0,8310.0,8100.0,8130.0,92407.0
2024-07-17,8130.0,8300.0,8130.0,8170.0,144650.0
2024-07-18,8130.0,8270.0,8000.0,8110.0,86455.0
2024-07-19,8060.0,8160.0,8000.0,8040.0,59558.0
2024-07-22,8040.0,8060.0,7920.0,7970.0,87213.0
2024-07-23,7990.0,8050.0,7980.0,8020.0,33325.0
2024-07-24,8050.0,8390.0,8050.0,8280.0,214979.0
2024-07-25,8260.0,8270.0,8120.0,8160.0,68763.0
2024-07-26,8160.0,8330.0,8140.0,8320.0,96761.0
2024-07-29,8330.0,8500.0,8280.0,8360.0,104769.0
2024-07-30,8360.0,8420.0,8200.0,8280.0,127798.0
2024-07-31,8300.0,8410.0,8200.0,8340.0,98577.0
2024-08-01,8370.0,8490.0,8350.0,8380.0,108804.0
2024-08-02,8300.0,8340.0,8030.0,8130.0,145193.0
2024-08-05,8050.0,8080.0,7170.0,7290.0,284653.0
2024-08-06,7290.0,7810.0,7280.0,7740.0,118653.0
2024-08-07,7740.0,8090.0,7740.0,8040.0,92489.0
2024-08-08,7980.0,8400.0,7980.0,8200.0,220915.0
2024-08-09,8300.0,8370.0,8180.0,8220.0,90354.0
2024-08-12,8240.0,8420.0,8240.0,8360.0,85453.0
2024-08-13,8400.0,8400.0,8110.0,8240.0,76329.0
2024-08-14,8280.0,8330.0,8180.0,8280.0,51549.0
2024-08-16,8280.0,8340.0,8260.0,8300.0,83974.0
2024-08-19,8320.0,8560.0,8320.0,8520.0,187325.0
2024-08-20,8540.0,8540.0,8380.0,8420.0,82837.0
2024-08-21,8450.0,8460.0,8300.0,8310.0,80403.0
2024-08-22,8300.0,8370.0,8170.0,8200.0,62923.0
2024-08-23,8200.0,8200.0,8060.0,8130.0,49816.0
2024-08-26,8220.0,8220.0,8000.0,8130.0,73793.0
2024-08-27,8100.0,8100.0,7990.0,8070.0,40717.0
2024-08-28,8100.0,8240.0,8010.0,8080.0,62605.0
2024-08-29,8070.0,8120.0,7990.0,8000.0,55907.0
2024-08-30,8050.0,8100.0,8010.0,8070.0,41121.0
2024-09-02,8090.0,8090.0,7950.0,8000.0,65903.0
2024-09-03,8060.0,8060.0,7930.0,8020.0,41265.0
2024-09-04,7830.0,7920.0,7700.0,7820.0,119450.0
2024-09-05,7840.0,7840.0,7670.0,7800.0,83864.0
2024-09-06,7800.0,7800.0,7600.0,7640.0,46993.0
2024-09-09,7600.0,7690.0,7370.0,7640.0,125492.0
2024-09-10,7640.0,7730.0,7580.0,7640.0,38888.0
2024-09-11,7710.0,8090.0,7710.0,7720.0,130283.0
2024-09-12,7750.0,7820.0,7730.0,7730.0,45152.0
2024-09-13,7770.0,7860.0,7730.0,7860.0,39411.0
2024-09-19,7870.0,7960.0,7820.0,7960.0,67027.0
2024-09-20,7960.0,8000.0,7900.0,7950.0,58840.0
2024-09-23,7990.0,7990.0,7870.0,7900.0,36876.0
2024-09-24,7930.0,7950.0,7500.0,7790.0,83121.0
2024-09-25,7860.0,7880.0,7710.0,7710.0,64910.0
2024-09-26,7770.0,7860.0,7740.0,7850.0,38071.0
2024-09-27,7860.0,7880.0,7770.0,7810.0,33860.0
2024-09-30,7810.0,7820.0,7730.0,7760.0,52261.0
2024-10-02,7750.0,7770.0,7600.0,7600.0,54534.0
2024-10-04,7590.0,7700.0,7560.0,7630.0,16853.0
2024-10-07,7630.0,7760.0,7610.0,7730.0,42532.0
2024-10-08,7740.0,7790.0,7660.0,7680.0,41223.0
2024-10-10,7750.0,7760.0,7660.0,7710.0,30220.0
2024-10-11,7730.0,7760.0,7680.0,7730.0,21436.0
2024-10-14,7790.0,7790.0,7700.0,7770.0,22867.0
2024-10-15,7800.0,7910.0,7710.0,7910.0,56185.0
2024-10-16,7900.0,8130.0,7820.0,8010.0,167155.0
2024-10-17,8020.0,8030.0,7860.0,7960.0,79087.0
2024-10-18,7980.0,8120.0,7840.0,7930.0,58153.0
2024-10-21,7930.0,7950.0,7840.0,7870.0,24245.0
2024-10-22,7900.0,7990.0,7640.0,7640.0,76042.0
2024-10-23,7640.0,7890.0,7630.0,7630.0,81566.0
2024-10-24,7610.0,7670.0,7590.0,7590.0,30394.0
2024-10-25,7640.0,7660.0,7500.0,7510.0,39980.0
2024-10-28,7510.0,7580.0,7480.0,7490.0,34675.0
2024-10-29,7540.0,7540.0,7480.0,7510.0,19278.0
2024-10-30,7650.0,7650.0,7500.0,7510.0,32763.0
2024-10-31,7520.0,7550.0,7420.0,7520.0,41210.0
2024-11-01,7520.0,7530.0,7170.0,7320.0,163284.0
2024-11-04,7360.0,7420.0,7240.0,7380.0,44628.0
2024-11-05,7420.0,7500.0,7390.0,7460.0,36903.0
2024-11-06,7460.0,7530.0,7400.0,7460.0,27789.0
2024-11-07,7430.0,7520.0,7360.0,7380.0,43168.0
2024-11-08,7440.0,7450.0,7380.0,7380.0,16997.0
2024-11-11,7380.0,7390.0,7140.0,7190.0,69110.0
2024-11-12,7090.0,7090.0,6690.0,6950.0,234719.0
2024-11-13,6850.0,6960.0,6780.0,6780.0,67912.0
2024-11-14,6790.0,6870.0,6610.0,6690.0,107209.0
2024-11-15,6670.0,6680.0,6350.0,6630.0,128762.0
2024-11-18,6570.0,6960.0,6550.0,6720.0,55234.0
2024-11-19,6690.0,6890.0,6690.0,6780.0,39412.0
2024-11-20,6740.0,6800.0,6700.0,6740.0,27960.0
2024-11-21,6760.0,6800.0,6690.0,6690.0,29989.0
2024-11-22,6700.0,6740.0,6580.0,6600.0,48355.0
2024-11-25,6620.0,6650.0,6540.0,6610.0,80472.0
2024-11-26,6640.0,6740.0,6610.0,6670.0,40837.0
2024-11-27,6720.0,6720.0,6640.0,6650.0,25687.0
2024-11-28,6660.0,6740.0,6620.0,6680.0,31164.0
2024-11-29,6700.0,6730.0,6550.0,6610.0,41746.0
2024-12-02,6620.0,6620.0,6410.0,6430.0,76608.0
2024-12-03,6480.0,6500.0,6430.0,6470.0,37006.0
2024-12-04,6340.0,6540.0,6210.0,6400.0,88399.0
2024-12-05,6450.0,6450.0,6270.0,6300.0,54936.0
2024-12-06,6300.0,6300.0,6130.0,6230.0,80206.0
2024-12-09,6090.0,6140.0,5950.0,5980.0,114575.0
2024-12-10,5950.0,6290.0,5950.0,6250.0,55982.0
2024-12-11,6270.0,6380.0,6250.0,6300.0,52746.0
2024-12-12,6400.0,6420.0,6280.0,6340.0,67534.0
2024-12-13,6440.0,6450.0,6370.0,6420.0,36516.0
2024-12-16,6440.0,6490.0,6360.0,6390.0,70627.0
2024-12-17,6390.0,6460.0,6310.0,6410.0,47296.0
2024-12-18,6420.0,6470.0,6370.0,6470.0,29704.0
2024-12-19,6430.0,6430.0,6330.0,6370.0,19280.0
2024-12-20,6470.0,6470.0,6230.0,6290.0,29977.0
2024-12-23,6300.0,6370.0,6250.0,6330.0,46480.0
2024-12-24,6330.0,6460.0,6330.0,6460.0,36534.0
2024-12-26,6460.0,6470.0,6330.0,6370.0,27439.0
2024-12-27,6330.0,6350.0,6200.0,6210.0,35660.0
2024-12-30,6210.0,6320.0,6170.0,6300.0,16936.0
2025-01-02,6310.0,6340.0,6240.0,6300.0,23822.0
2025-01-03,6310.0,6420.0,6300.0,6330.0,30238.0
2025-01-06,6430.0,6630.0,6380.0,6560.0,125886.0
2025-01-07,6610.0,6680.0,6500.0,6530.0,68002.0
2025-01-08,6530.0,6660.0,6490.0,6520.0,60891.0
2025-01-09,6640.0,6650.0,6510.0,6540.0,64187.0
2025-01-10,6560.0,6650.0,6520.0,6560.0,46395.0
2025-01-13,6620.0,6620.0,6400.0,6430.0,54785.0
2025-01-14,6480.0,6530.0,6350.0,6410.0,38295.0
2025-01-15,6410.0,6450.0,6350.0,6370.0,41412.0
2025-01-16,6430.0,6440.0,6350.0,6380.0,32293.0
2025-01-17,6380.0,6430.0,6320.0,6380.0,43244.0
2025-01-20,6350.0,6400.0,6300.0,6340.0,47926.0
2025-01-21,6370.0,6380.0,6200.0,6250.0,79700.0
2025-01-22,6280.0,6300.0,6230.0,6250.0,31682.0
2025-01-23,6250.0,6250.0,6130.0,6140.0,54852.0
2025-01-24,6150.0,6160.0,6110.0,6140.0,26848.0
2025-01-31,6160.0,6160.0,6070.0,6090.0,38238.0
2025-02-03,6040.0,6080.0,5960.0,5980.0,60581.0
2025-02-04,6040.0,6050.0,5970.0,5990.0,52105.0
2025-02-05,6020.0,6150.0,6020.0,6100.0,42702.0
2025-02-06,6110.0,6200.0,6110.0,6190.0,39897.0
2025-02-07,6200.0,6210.0,6100.0,6160.0,37003.0
2025-02-10,6160.0,6160.0,6070.0,6120.0,26686.0
2025-02-11,6120.0,6250.0,6050.0,6080.0,75905.0
2025-02-12,6080.0,6100.0,6010.0,6060.0,48932.0
2025-02-13,6030.0,6120.0,6010.0,6060.0,41670.0
2025-02-14,6070.0,6190.0,6060.0,6070.0,75520.0
2025-02-17,6090.0,6260.0,6090.0,6210.0,76780.0
2025-02-18,6240.0,6250.0,6140.0,6160.0,51347.0
2025-02-19,6190.0,6280.0,6110.0,6240.0,88480.0
2025-02-20,6240.0,6300.0,6200.0,6240.0,47712.0
2025-02-21,6250.0,6270.0,6200.0,6260.0,27891.0
2025-02-24,6270.0,6310.0,6190.0,6260.0,59702.0
2025-02-25,6270.0,6290.0,6220.0,6220.0,38342.0
2025-02-26,6290.0,6400.0,6230.0,6400.0,75006.0
2025-02-27,6400.0,6420.0,6280.0,6320.0,66800.0
2025-02-28,6320.0,6320.0,6140.0,6210.0,63444.0
2025-03-04,6200.0,6220.0,6090.0,6130.0,41954.0
2025-03-05,6140.0,6310.0,6140.0,6310.0,50631.0
2025-03-06,6360.0,6360.0,6270.0,6300.0,19633.0
2025-03-07,6290.0,6350.0,6240.0,6290.0,21315.0
2025-03-10,6250.0,6250.0,6180.0,6240.0,18479.0
2025-03-11,6210.0,6210.0,6140.0,6200.0,47136.0
2025-03-12,6200.0,6310.0,6200.0,6220.0,25168.0
2025-03-13,6220.0,6300.0,6110.0,6160.0,56017.0
2025-03-14,6160.0,6200.0,6150.0,6180.0,27171.0
2025-03-17,6250.0,6260.0,6140.0,6190.0,66677.0
2025-03-18,6190.0,6240.0,6160.0,6210.0,38690.0
2025-03-19,6230.0,6240.0,6050.0,6170.0,36616.0
2025-03-20,6170.0,6190.0,6100.0,6130.0,39339.0
2025-03-21,6130.0,6140.0,6050.0,6090.0,43308.0
2025-03-24,6100.0,6150.0,6070.0,6120.0,22901.0
2025-03-25,6090.0,6240.0,6090.0,6160.0,34584.0
2025-03-26,6170.0,6210.0,6100.0,6130.0,25512.0
2025-03-27,6130.0,6200.0,6110.0,6150.0,29793.0
2025-03-28,6070.0,6140.0,6040.0,6060.0,44160.0
2025-03-31,6000.0,6120.0,5940.0,5990.0,49448.0
2025-04-01,5960.0,6080.0,5960.0,6040.0,16821.0
2025-04-02,6040.0,6090.0,5970.0,6000.0,22492.0
2025-04-03,5980.0,6080.0,5910.0,6010.0,27400.0
2025-04-04,6050.0,6100.0,5910.0,6010.0,66624.0
2025-04-07,5990.0,5990.0,5740.0,5750.0,73155.0
2025-04-08,5790.0,5930.0,5780.0,5830.0,42701.0
2025-04-09,5770.0,5840.0,5600.0,5720.0,57648.0
2025-04-10,5840.0,5910.0,5810.0,5860.0,32303.0
2025-04-11,5810.0,5950.0,5800.0,5940.0,19732.0
2025-04-14,5940.0,6010.0,5910.0,6010.0,21669.0
2025-04-15,6040.0,6080.0,6000.0,6060.0,31599.0
2025-04-16,6070.0,6120.0,6010.0,6030.0,33035.0
2025-04-17,6030.0,6120.0,5950.0,6110.0,37949.0
2025-04-18,6120.0,6200.0,6050.0,6180.0,34863.0
2025-04-21,6190.0,6250.0,6140.0,6150.0,48772.0
2025-04-22,6090.0,6180.0,6090.0,6150.0,47435.0
2025-04-23,6160.0,6220.0,6140.0,6200.0,42105.0
2025-04-24,6160.0,6310.0,6160.0,6220.0,64267.0
2025-04-25,6240.0,6280.0,6220.0,6220.0,36993.0
2025-04-28,6280.0,6280.0,6170.0,6200.0,35306.0
2025-04-29,6230.0,6270.0,6210.0,6270.0,21506.0
2025-04-30,6310.0,6310.0,6230.0,6280.0,26310.0
2025-05-02,6290.0,6290.0,6220.0,6270.0,14312.0
2025-05-07,6300.0,6330.0,6260.0,6290.0,36852.0
2025-05-08,6290.0,6330.0,6280.0,6300.0,32509.0
2025-05-09,6330.0,6330.0,6195.0,6220.0,33277.0
2025-05-12,6220.0,6300.0,6170.0,6280.0,18808.0
2025-05-13,6290.0,6350.0,6280.0,6300.0,62597.0
2025-05-14,6330.0,6440.0,6270.0,6400.0,80036.0
2025-05-15,6450.0,6450.0,6330.0,6400.0,31112.0
2025-05-16,6430.0,6430.0,6270.0,6300.0,43617.0
2025-05-19,6280.0,6370.0,6220.0,6270.0,26911.0
2025-05-20,6270.0,6300.0,6230.0,6260.0,30271.0
2025-05-21,6220.0,6380.0,6220.0,6330.0,48017.0
2025-05-22,6340.0,6500.0,6320.0,6480.0,95813.0
2025-05-23,6480.0,6480.0,6360.0,6370.0,37046.0
2025-05-26,6310.0,6410.0,6300.0,6400.0,39081.0
2025-05-27,6400.0,6500.0,6330.0,6410.0,66152.0
2025-05-28,6430.0,6470.0,6370.0,6430.0,31856.0
2025-05-29,6460.0,6490.0,6420.0,6480.0,70342.0
2025-05-30,6480.0,6610.0,6480.0,6600.0,90717.0
2025-06-02,6600.0,6600.0,6480.0,6490.0,62493.0
2025-06-04,6490.0,6560.0,6480.0,6500.0,39808.0
2025-06-05,6530.0,6600.0,6500.0,6550.0,40131.0
2025-06-09,6560.0,6700.0,6550.0,6680.0,88181.0
2025-06-10,6670.0,6730.0,6610.0,6720.0,100093.0
2025-06-11,6720.0,6850.0,6720.0,6820.0,73417.0
2025-06-12,6880.0,6900.0,6640.0,6700.0,222548.0
2025-06-13,6720.0,6740.0,6500.0,6530.0,81813.0
2025-06-16,6530.0,6700.0,6500.0,6540.0,124479.0
2025-06-17,6540.0,6640.0,6490.0,6630.0,98758.0
2025-06-18,6630.0,6920.0,6540.0,6870.0,125262.0
2025-06-19,6900.0,6920.0,6760.0,6840.0,59556.0
2025-06-20,6880.0,6880.0,6800.0,6850.0,59625.0
2025-06-23,6830.0,6830.0,6660.0,6700.0,73776.0
2025-06-24,6710.0,6810.0,6710.0,6800.0,66451.0
2025-06-25,6810.0,6900.0,6800.0,6830.0,54905.0
2025-06-26,6830.0,6830.0,6600.0,6700.0,56448.0
2025-06-27,6700.0,6700.0,6600.0,6650.0,41945.0
2025-06-30,6650.0,6770.0,6640.0,6740.0,45355.0
2025-07-01,6740.0,6830.0,6710.0,6800.0,76759.0
2025-07-02,6800.0,6800.0,6670.0,6780.0,55485.0
2025-07-03,6790.0,6950.0,6780.0,6950.0,97646.0
2025-07-04,6930.0,6930.0,6800.0,6820.0,60986.0
2025-07-07,6820.0,6830.0,6770.0,6810.0,22001.0
2025-07-08,6810.0,6890.0,6740.0,6820.0,29452.0
2025-07-09,6840.0,6890.0,6770.0,6830.0,40818.0
2025-07-10,6830.0,6950.0,6830.0,6890.0,90194.0
2025-07-11,6890.0,7140.0,6890.0,6910.0,133211.0
2025-07-14,6910.0,7020.0,6890.0,7010.0,62178.0
2025-07-15,7020.0,7060.0,6960.0,6990.0,58905.0
2025-07-16,6990.0,6990.0,6860.0,6930.0,43590.0
2025-07-17,6990.0,7100.0,6920.0,7060.0,107095.0
2025-07-18,7060.0,7070.0,6950.0,7000.0,54442.0
2025-07-21,7000.0,7110.0,6910.0,7000.0,77829.0
2025-07-22,7000.0,7030.0,6880.0,6920.0,49302.0
2025-07-23,6970.0,6980.0,6850.0,6920.0,70011.0
2025-07-24,6890.0,6950.0,6780.0,6800.0,58190.0
2025-07-25,6820.0,6820.0,6750.0,6780.0,34614.0
2025-07-28,6780.0,6780.0,6640.0,6700.0,62587.0
2025-07-29,6710.0,6910.0,6710.0,6900.0,63290.0
2025-07-30,6920.0,7040.0,6690.0,6770.0,192754.0
2025-07-31,6770.0,6800.0,6680.0,6710.0,44652.0
