Date,Open,High,Low,Close,Volume
2024-03-06,49847.0,50047.0,49046.0,49180.0,9850.0
2024-03-07,49847.0,49847.0,48779.0,49513.0,10761.0
2024-03-08,49981.0,50047.0,49313.0,49714.0,5920.0
2024-03-11,49247.0,49714.0,48913.0,48980.0,7710.0
2024-03-12,48980.0,49380.0,48713.0,48846.0,5059.0
2024-03-13,48846.0,49647.0,48779.0,49447.0,7639.0
2024-03-14,49714.0,49714.0,48513.0,48513.0,18935.0
2024-03-15,48713.0,49714.0,47578.0,47578.0,48889.0
2024-03-18,47712.0,48112.0,47111.0,47245.0,23232.0
2024-03-19,47311.0,48045.0,47311.0,47445.0,10205.0
2024-03-20,47778.0,48112.0,47445.0,47712.0,9824.0
2024-03-21,48112.0,48246.0,47111.0,47245.0,24643.0
2024-03-22,47311.0,48112.0,47178.0,48045.0,7122.0
2024-03-25,47912.0,48246.0,47578.0,47778.0,4585.0
2024-03-26,47912.0,50181.0,47778.0,49180.0,40056.0
2024-03-27,49513.0,49580.0,47912.0,48179.0,34697.0
2024-03-28,48179.0,48446.0,47645.0,47645.0,7770.0
2024-03-29,47645.0,47712.0,46844.0,46978.0,16794.0
2024-04-01,47512.0,47512.0,46711.0,46978.0,13758.0
2024-04-02,46911.0,47245.0,46711.0,47044.0,8795.0
2024-04-03,47044.0,47044.0,46444.0,46644.0,7581.0
2024-04-04,46711.0,47378.0,46511.0,46711.0,5451.0
2024-04-05,46711.0,47178.0,46444.0,46711.0,3637.0
2024-04-08,46844.0,47044.0,46444.0,46711.0,7122.0
2024-04-09,46577.0,46844.0,45510.0,45977.0,21312.0
2024-04-11,45910.0,46244.0,45309.0,45309.0,10403.0
2024-04-12,45576.0,46911.0,45243.0,45309.0,12679.0
2024-04-15,45109.0,45109.0,44575.0,44842.0,7966.0
2024-04-16,44842.0,45443.0,44575.0,45376.0,7542.0
2024-04-17,45777.0,45777.0,44509.0,44842.0,10866.0
2024-04-18,45043.0,45443.0,44842.0,44909.0,5042.0
2024-04-19,45043.0,45576.0,44375.0,44909.0,11583.0
2024-04-22,44976.0,45843.0,44976.0,45710.0,3286.0
2024-04-23,45710.0,46110.0,45443.0,45710.0,6565.0
2024-04-24,45843.0,46043.0,45443.0,45443.0,4964.0
2024-04-25,45710.0,45977.0,45376.0,45443.0,7563.0
2024-04-26,45710.0,45977.0,45043.0,45910.0,6135.0
2024-04-29,45977.0,46310.0,45443.0,46310.0,7593.0
2024-04-30,46310.0,46711.0,46177.0,46577.0,9425.0
2024-05-02,46511.0,46644.0,46177.0,46310.0,4297.0
2024-05-03,46377.0,46844.0,46043.0,46043.0,48875.0
2024-05-07,46110.0,46511.0,45510.0,45643.0,15740.0
2024-05-08,45576.0,45910.0,44976.0,45109.0,50228.0
2024-05-09,45309.0,45376.0,44642.0,44642.0,27762.0
2024-05-10,44709.0,45376.0,44642.0,45243.0,14829.0
2024-05-13,45309.0,45376.0,45043.0,45109.0,14775.0
2024-05-14,45176.0,45510.0,44842.0,45443.0,10542.0
2024-05-16,45977.0,46778.0,45977.0,46644.0,18532.0
2024-05-17,46644.0,48713.0,46644.0,47512.0,44775.0
2024-05-20,47912.0,47979.0,46911.0,47178.0,25848.0
2024-05-21,47245.0,47512.0,46244.0,46377.0,19232.0
2024-05-22,46444.0,46911.0,46177.0,46310.0,20534.0
2024-05-23,46577.0,47178.0,46110.0,47111.0,13130.0
2024-05-24,47111.0,47111.0,46444.0,46844.0,6965.0
2024-05-27,47111.0,47111.0,46177.0,46244.0,12301.0
2024-05-28,46310.0,46911.0,46177.0,46711.0,7975.0
2024-05-29,46778.0,46978.0,46511.0,46711.0,5026.0
2024-05-30,46711.0,46778.0,46177.0,46577.0,6024.0
2024-05-31,46377.0,46711.0,46110.0,46511.0,8567.0
2024-06-03,46644.0,46911.0,46377.0,46577.0,4978.0
2024-06-04,46577.0,46911.0,46444.0,46444.0,6733.0
2024-06-05,46978.0,46978.0,46110.0,46177.0,12063.0
2024-06-07,46310.0,46444.0,45843.0,46444.0,6240.0
2024-06-10,46244.0,47578.0,46244.0,47178.0,11763.0
2024-06-11,47178.0,47445.0,46577.0,46711.0,4801.0
2024-06-12,46844.0,47111.0,46577.0,46978.0,3428.0
2024-06-13,47111.0,47111.0,46577.0,46644.0,11559.0
2024-06-14,46711.0,48913.0,46711.0,48312.0,56764.0
